Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
4.5,1.03276,4.357256284131841,2305.956256345458,4.02e-09
4.7,1.05081,4.472740076702734,2353.426779094135,1e-08
4.9,1.0716,4.572601717058604,2394.165491787288,5.54e-09
5.1000000000000005,1.09311,4.66558717786865,2431.845913389004,5.79e-09
5.300000000000001,1.11465,4.75485578432692,2467.7949106139718,8.16e-09
5.500000000000001,1.13614,4.840952699491261,2502.261403925062,1e-08
5.700000000000001,1.15737,4.924959174680526,2535.700158440883,8.19e-09
5.900000000000001,1.17834,5.007043807390058,2568.194832787699,8.34e-09
6.100000000000001,1.19913,5.087021423865637,2599.6878814374304,1.049e-08
6.300000000000002,1.21933,5.16677191572421,2630.9294235695165,7.24e-09
6.500000000000002,1.23941,5.2444308178891585,2661.1984367550326,5.79e-09
6.700000000000002,1.25851,5.323755870036791,2691.9631717486345,6.57e-09
6.900000000000002,1.27781,5.3998638295208226,2721.3363505630196,5.93e-09
7.100000000000002,1.29621,5.47750750264232,2751.1591436089006,6.53e-09
7.3000000000000025,1.31237,5.562455709898887,2783.624482548343,1.064e-08
