Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
4.5,1.01715,4.424126235068574,2218.7694789339102,1.4287e-07
4.7,1.03473,4.5422477361244,2264.9902949985994,1.6955e-07
4.9,1.0553,4.643229413436938,2304.2105958357233,1.9089e-07
5.1000000000000005,1.07656,4.737311436427139,2340.5126193148367,2.2933e-07
5.300000000000001,1.09781,4.8277935161822185,2375.212638914801,2.5166e-07
5.500000000000001,1.11897,4.915234546055748,2408.5515504993614,2.8476e-07
5.700000000000001,1.1398,5.000877346902967,2441.0223440043233,3.1311e-07
5.900000000000001,1.16053,5.083884087442807,2472.324163159354,3.3795e-07
6.100000000000001,1.18098,5.165201781571239,2502.8297767756326,3.7002e-07
6.300000000000002,1.20119,5.244798907749816,2532.5396028006744,3.9345e-07
6.500000000000002,1.2211,5.323069363688479,2561.6113684632037,4.2831e-07
6.700000000000002,1.24064,5.400438483363427,2590.211124630668,4.5606e-07
6.900000000000002,1.26,5.476190476190478,2618.082777508756,4.8236e-07
7.100000000000002,1.27926,5.5500836421055935,2645.1479629481532,5.0338e-07
7.3000000000000025,1.29821,5.623127229030744,2671.7846083486643,5.3732e-07
7.500000000000003,1.31692,5.695106764268142,2697.92056249146,5.5615e-07
7.700000000000003,1.33541,5.76601942474596,2723.5611528866557,5.838e-07
7.900000000000003,1.35355,5.83650400797902,2748.9420742688076,6.0532e-07
8.100000000000003,1.37146,5.906114651539238,2773.9069169546187,6.2503e-07
8.300000000000004,1.38905,5.975306864403732,2798.6230512969073,6.4623e-07
8.500000000000004,1.40642,6.043713826595187,2822.9631458715726,6.6272e-07
