Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
5.0,1.09855,4.551454189613582,3024.4910656043317,2.2869e-07
5.1,1.0855,4.698295716259788,3097.5731776217567,2.2891e-07
5.199999999999999,1.09404,4.753025483528939,3124.6044260324675,2.5867e-07
5.299999999999999,1.10345,4.803117495128912,3149.248207060491,2.7906e-07
5.399999999999999,1.1133,4.850444624090541,3172.4476554086505,2.981e-07
5.499999999999998,1.12355,4.895198255529347,3194.3112167417903,3.0263e-07
5.599999999999998,1.13387,4.9388377856367995,3215.5615761818613,3.113e-07
5.6999999999999975,1.14435,4.980993577139859,3236.0254116168003,3.2772e-07
5.799999999999997,1.15482,5.022427737656082,3256.07820541108,3.4397e-07
5.899999999999997,1.16533,5.062943543888853,3275.6288381444692,3.6503e-07
5.9999999999999964,1.17563,5.103646555463876,3295.2128521014533,3.4659e-07
6.099999999999996,1.186,5.1433389544688,3314.256111423773,3.92e-07
6.199999999999996,1.19627,5.182776463507399,3333.1242309921918,3.9412e-07
6.299999999999995,1.20655,5.2214993162322285,3351.599603693721,4.2665e-07
6.399999999999995,1.2168,5.25969756738987,3369.7757309743442,4.4357e-07
6.499999999999995,1.22686,5.298078020312011,3387.989985577815,4.115e-07
6.599999999999994,1.23681,5.336308729715959,3406.085158221861,4.8218e-07
6.699999999999994,1.24685,5.37354132413682,3423.6622047031105,4.4654e-07
6.799999999999994,1.25665,5.411212350296418,3441.400685974859,4.9085e-07
6.899999999999993,1.26627,5.449074841858366,3459.18351849879,5.2207e-07
6.999999999999993,1.27602,5.485807432485379,3476.392118593812,5.1906e-07
7.0999999999999925,1.28584,5.521682324394942,3493.157806524374,5.2738e-07
7.199999999999992,1.29541,5.558085856987358,3510.1293401187304,5.4844e-07
7.299999999999992,1.30503,5.5937411400504145,3526.712086831742,5.6684e-07
7.3999999999999915,1.31449,5.629559753212266,3543.3312750962687,5.6486e-07
7.499999999999991,1.32396,5.664823710686116,3559.654690209793,5.5828e-07
7.599999999999991,1.33339,5.6997577602951806,3575.7880657817054,6.0875e-07
7.69999999999999,1.34289,5.733902255583101,3591.5211493849215,6.0698e-07
7.79999999999999,1.35218,5.768462778624141,3607.410276224728,5.9615e-07
7.89999999999999,1.3615,5.802423797282402,3622.989073173661,6.4842e-07
7.999999999999989,1.3706,5.836859769444031,3638.75084674463,6.3207e-07
8.099999999999989,1.3798,5.870416002319169,3654.0763702808117,6.4871e-07
8.199999999999989,1.38899,5.903570220087969,3669.185945114831,6.3919e-07
8.299999999999988,1.39825,5.9359914178437245,3683.9305623273335,6.7557e-07
8.399999999999988,1.40726,5.969046231684257,3698.9320845564243,6.8389e-07
8.499999999999988,1.41612,6.002316187893673,3713.9995813522564,6.9762e-07
8.599999999999987,1.42494,6.035341838954613,3728.9252135272704,7.002e-07
8.699999999999987,1.43377,6.0679188433291165,3743.6177968552634,7.1252e-07
8.799999999999986,1.44256,6.100266193433885,3758.177222960529,7.144e-07
8.899999999999986,1.45118,6.132940090133538,3772.853884335513,7.2172e-07
8.999999999999986,1.45951,6.166453124678821,3787.87661142595,7.1907e-07
