Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
4.5,1.03084,4.3653719296884095,2309.305010743057,4.638e-08
4.7,1.04965,4.477683037202877,2355.449978025098,4.617e-08
4.9,1.07078,4.576103401258895,2395.5888680827097,6.178e-08
5.1000000000000005,1.0929,4.666483667307165,2432.208024784157,6.758e-08
5.300000000000001,1.11424,4.756605399195865,2468.4973137678053,7.257e-08
5.500000000000001,1.13601,4.841506676877845,2502.4825284638464,7.866e-08
5.700000000000001,1.15674,4.927641475180248,2536.7647769008495,8.199e-08
5.900000000000001,1.17645,5.015087764035871,2571.369762719711,9.898e-08
6.100000000000001,1.1954,5.1028944286431335,2605.918809357446,1.125e-07
6.300000000000002,1.21491,5.185569301429737,2638.2698331242027,1.2262e-07
6.500000000000002,1.23185,5.2766164711612635,2673.699634350291,1.3288e-07
6.700000000000002,1.24203,5.394394660354421,2719.230228555313,1.4088e-07
6.900000000000002,1.25908,5.480191886139087,2752.1876509824583,1.5051e-07
7.100000000000002,1.27719,5.5590789154315345,2782.3371670803185,1.5677e-07
7.3000000000000025,1.30051,5.613182520703418,2802.930935790281,1.784e-07
7.500000000000003,1.31983,5.682550025382058,2829.2360783744552,1.9213e-07
7.700000000000003,1.33786,5.755460212578298,2856.7666273767795,2.0887e-07
7.900000000000003,1.35787,5.817935443010011,2880.2619208313613,2.2239e-07
8.100000000000003,1.37485,5.891551805651528,2907.835889648247,2.3712e-07
8.300000000000004,1.39537,5.948243118312709,2928.9892833312624,2.5952e-07
8.500000000000004,1.41357,6.013144025410842,2953.120320353989,2.7715e-07
