Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
0.0,0.000384331,0.0,76.78449561800434,4.34e-09
0.2,0.164394,1.2165894132389259,619.7204942370338,3.34e-09
0.4,0.342957,1.166326973935508,598.727177197409,4.62e-09
0.6000000000000001,0.439187,1.3661606559392698,681.5634570191295,1.078e-08
0.8,0.500009,1.5999712005183906,776.42954646408,-6.9e-10
1.0,0.544738,1.835744890204098,869.989237868293,1.042e-08
1.2000000000000002,0.582448,2.0602697579869793,957.2445406016449,3.98e-09
1.4000000000000001,0.617047,2.2688709287947275,1036.7954301834432,3.06e-09
1.6,0.649634,2.4629252779257245,1109.5563010169203,3.06e-09
1.8,0.680881,2.6436337627279953,1176.2870128102868,3.63e-09
2.0,0.711184,2.8122117482957996,1237.6842054356384,2.11e-09
2.2,0.740457,2.971138094447078,1294.840645736555,4.05e-09
2.4000000000000004,0.769244,3.119946336923005,1347.7425825015853,9.26e-09
2.6,0.797298,3.261014075038443,1397.3610640099937,9.4e-09
2.8000000000000003,0.824551,3.395787525574525,1444.2969821385318,9.04e-09
3.0,0.851579,3.522867520218324,1488.1460049101797,9.75e-09
3.2,0.87798,3.644729948290394,1529.8329777616373,1.414e-08
3.4000000000000004,0.903818,3.761819304328969,1569.5618605721274,1.612e-08
3.6,0.929047,3.8749385122604134,1607.6480138635652,2.416e-08
3.8000000000000003,0.954045,3.983040632255292,1643.7795186615404,2.256e-08
4.0,0.978294,4.0887504165414486,1678.8658789282417,3.007e-08
4.2,1.00243,4.189818740460681,1712.1892298790103,3.771e-08
4.4,1.02615,4.287872143448815,1744.3147145405974,4.677e-08
4.6000000000000005,1.04937,4.383582530470664,1775.482531314292,5.544e-08
4.800000000000001,1.07249,4.475566205745509,1805.2629799783927,5.474e-08
5.0,1.09525,4.565167769915544,1834.1112118259725,6.737e-08
5.2,1.11754,4.653077294772447,1862.2627833605911,7.112e-08
5.4,1.13941,4.739294898236807,1889.7287247806757,8.376e-08
5.6000000000000005,1.1611,4.823012660408234,1916.2640963121676,9.625e-08
5.800000000000001,1.18245,4.905069981817413,1942.1467425182768,1.0202e-07
6.0,1.20345,4.985666209647264,1967.4484332442912,1.1455e-07
6.2,1.22404,5.065193947910199,1992.2996575156772,1.2697e-07
6.4,1.24465,5.142007793355562,2016.1958132768932,1.4471e-07
6.6000000000000005,1.26485,5.21801004071629,2039.7373479425319,1.538e-07
6.800000000000001,1.2849,5.292240641295043,2062.633294800337,1.6672e-07
7.0,1.30466,5.365382551775942,2085.1010171102334,1.8091e-07
7.2,1.32403,5.437943249020037,2107.3006502451185,1.967e-07
7.4,1.34327,5.508944590439748,2128.937888667979,2.127e-07
7.6000000000000005,1.36236,5.5785548606829325,2150.070228736044,2.2915e-07
7.800000000000001,1.38119,5.647304136288274,2170.8633801288324,2.4717e-07
8.0,1.3997,5.715510466528542,2191.416753061116,2.609e-07
8.200000000000001,1.41787,5.783322871631392,2211.7776167407574,2.8688e-07
8.4,1.43629,5.848401088916583,2231.2490679634575,3.0553e-07
8.6,1.45439,5.913131965978863,2250.550762816702,3.2181e-07
8.8,1.47204,5.9780984212385535,2269.8573574806064,3.4004e-07
9.0,1.48954,6.042133813123514,2288.823838100717,3.5462e-07
9.200000000000001,1.50689,6.105289702632575,2307.4687559130625,3.7975e-07
9.4,1.52415,6.167371977823706,2325.7381858918516,4.0046e-07
9.600000000000001,1.54135,6.228306354818828,2343.613914143123,4.2219e-07
9.8,1.55831,6.2888642182877605,2361.3248286099874,4.453e-07
10.0,1.57506,6.3489644838926775,2378.8488214088816,4.6682e-07
10.200000000000001,1.5919,6.407437653118915,2395.8480776117904,4.9305e-07
10.4,1.60803,6.467541028463399,2413.270009791575,5.1234e-07
10.600000000000001,1.62442,6.525405991061426,2429.994434308487,5.3286e-07
10.8,1.6409,6.581753915534159,2446.234904981445,5.6252e-07
11.0,1.65733,6.6371814907109625,2462.16668229047,5.8978e-07
11.200000000000001,1.67346,6.692720471358743,2478.087626380547,6.1512e-07
11.4,1.68864,6.75099488345651,2494.746972456033,6.3812e-07
11.600000000000001,1.70484,6.804157574904391,2509.9044591045654,6.6764e-07
11.8,1.72089,6.856917060358303,2524.909049507695,6.9479e-07
12.0,1.73654,6.910292881246617,2540.0507570132563,7.2105e-07
