Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
4.5,1.02071,4.408695907750487,2389.3331524848454,1.5479e-07
4.6,1.0274,4.477321393809616,2418.146573422867,1.7529e-07
4.699999999999999,1.03717,4.531561846177579,2440.8207225173333,1.8597e-07
4.799999999999999,1.0478,4.581026913533115,2461.4229558278007,2.0318e-07
4.899999999999999,1.05831,4.630023339097238,2481.759606894506,2.1546e-07
4.999999999999998,1.06935,4.6757375976060205,2500.671407423176,2.2767e-07
5.099999999999998,1.08039,4.720517590869962,2519.138735309993,2.4229e-07
5.1999999999999975,1.09131,4.7649155601982915,2537.392400816453,2.5906e-07
5.299999999999997,1.10216,4.808739203019522,2555.3556418140474,2.7506e-07
5.399999999999997,1.1129,4.852187977356453,2573.112447284302,2.8653e-07
5.4999999999999964,1.12371,4.894501250322589,2590.355125079699,3.0575e-07
5.599999999999996,1.13437,4.936660877844086,2607.4864791278965,3.0617e-07
5.699999999999996,1.14501,4.978122461812556,2624.2871617718015,3.3565e-07
5.799999999999995,1.15554,5.019298336708375,2640.9263029497424,3.5002e-07
5.899999999999995,1.16608,5.059687156970358,2657.20344448875,3.6312e-07
5.999999999999995,1.1765,5.099872503187416,2673.3557302378285,3.8124e-07
6.099999999999994,1.18687,5.139568781753683,2689.26979953533,3.9536e-07
6.199999999999994,1.1971,5.179183025645305,2705.1100467240276,4.1147e-07
6.299999999999994,1.2074,5.2178234222295785,2720.521792630549,4.2474e-07
6.399999999999993,1.21752,5.2565871607858545,2735.9442308037187,4.3925e-07
6.499999999999993,1.22769,5.2944961675993065,2750.989585080959,4.5691e-07
6.5999999999999925,1.23767,5.332600774035075,2766.07594519811,4.7068e-07
6.699999999999992,1.24772,5.369794505177437,2780.766514154915,4.8119e-07
6.799999999999992,1.25759,5.407167677860027,2795.4932224526383,4.9216e-07
6.8999999999999915,1.26743,5.444087641921046,2810.007397388855,5.089e-07
6.999999999999991,1.27718,5.480824942451331,2824.4165034612206,5.2165e-07
7.099999999999991,1.28693,5.517005586939454,2838.575073105311,5.3927e-07
7.19999999999999,1.29647,5.553541539719385,2852.8404742532625,5.4635e-07
7.29999999999999,1.30616,5.588901819072694,2866.6162181474638,5.6267e-07
7.39999999999999,1.31568,5.624467955733909,2880.441980569468,5.7523e-07
7.499999999999989,1.32527,5.6592241580960785,2893.9238416743788,5.8826e-07
7.599999999999989,1.33472,5.6940781587149285,2907.4149841077406,5.9526e-07
7.699999999999989,1.3441,5.728740421099612,2920.803630908619,6.0684e-07
7.799999999999988,1.3533,5.763688760806908,2934.274407568013,6.1809e-07
7.899999999999988,1.36259,5.797782164847818,2947.38837175759,6.263e-07
7.999999999999988,1.37177,5.83188143785036,2960.4778117134592,6.3625e-07
8.099999999999987,1.38101,5.86527251793976,2973.26960466753,6.5349e-07
8.199999999999987,1.38999,5.899323016712341,2986.287884381002,6.7518e-07
8.299999999999986,1.39901,5.932766742196257,2999.0486497624006,6.7639e-07
8.399999999999986,1.40804,5.9657396096701705,3011.605131787109,6.8176e-07
8.499999999999986,1.41704,5.998419240106126,3024.025962457144,6.9344e-07
8.599999999999985,1.42597,6.030982418984961,3036.378920365014,6.9755e-07
8.699999999999985,1.43484,6.063393827883238,3048.651031616548,7.0831e-07
8.799999999999985,1.44377,6.095153660209026,3060.654036910889,7.1479e-07
8.899999999999984,1.45241,6.127746297533055,3072.9488653931285,7.2364e-07
8.999999999999984,1.46125,6.159110350727106,3084.7584399035527,7.2859e-07
