Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
5.0,1.11142,4.498749347681344,2806.8264121600337,2.156e-07
5.1,1.09202,4.670244134722807,2887.71618261239,2.5566e-07
5.199999999999999,1.09968,4.728648334060817,2915.029780239575,2.5135e-07
5.299999999999999,1.10855,4.781020251680122,2939.4231927932065,2.4883e-07
5.399999999999999,1.11812,4.829535291381961,2961.9375372438135,2.781e-07
5.499999999999998,1.12804,4.87571362717634,2983.29444059884,2.6749e-07
5.599999999999998,1.13807,4.920611210206752,3003.991384627169,3.0567e-07
5.6999999999999975,1.1484,4.963427377220478,3023.6673147307433,3.3257e-07
5.799999999999997,1.15864,5.005868949803215,3043.11237262359,3.1336e-07
5.899999999999997,1.16902,5.046962412961281,3061.88455922363,3.4588e-07
5.9999999999999964,1.17917,5.088324838657696,3080.725226837586,3.7565e-07
6.099999999999996,1.18944,5.12846381490449,3098.9568887338164,3.158e-07
6.199999999999996,1.19958,5.168475633138261,3117.08051529554,3.0599e-07
6.299999999999995,1.20977,5.207601444902746,3134.754673086252,4.1798e-07
6.399999999999995,1.21991,5.246288660638895,3152.1842726360246,4.223e-07
6.499999999999995,1.23001,5.284509882033475,3169.358946682433,4.4544e-07
6.599999999999994,1.24004,5.322408954549848,3186.345059265738,4.7358e-07
6.699999999999994,1.25004,5.3598284854884595,3203.0737768397207,4.8243e-07
6.799999999999994,1.25994,5.397082400749237,3219.6868526797653,5.0982e-07
6.899999999999993,1.2698,5.433926602614579,3236.0766960041356,5.1531e-07
6.999999999999993,1.27956,5.470630529244422,3252.3643628795767,4.9103e-07
7.0999999999999925,1.2893,5.506864189870467,3268.404686659016,4.9248e-07
7.199999999999992,1.29881,5.543536006036288,3284.6001503348875,5.3963e-07
7.299999999999992,1.30837,5.579461467321929,3300.428391980175,5.1573e-07
7.3999999999999915,1.31782,5.615334415929332,3316.1966198307196,5.6847e-07
7.499999999999991,1.32726,5.650739116676454,3331.7231442445955,5.8394e-07
7.599999999999991,1.33656,5.686239300891835,3347.255998348055,6.1986e-07
7.69999999999999,1.34591,5.721036324865698,3362.446882329945,6.0578e-07
7.79999999999999,1.35518,5.755692970675475,3377.542950456796,5.9647e-07
7.89999999999999,1.36448,5.789751407129449,3392.3460558391703,5.8822e-07
7.999999999999989,1.37369,5.823730244815052,3407.082777778886,6.4283e-07
8.099999999999989,1.3829,5.857256489984806,3421.5922900844985,6.3048e-07
8.199999999999989,1.39204,5.890635326571068,3436.0076905154583,6.4959e-07
8.299999999999988,1.40098,5.924424331539343,3450.5696158382802,6.7062e-07
8.399999999999988,1.40985,5.958080646877319,3465.0439271641326,6.749e-07
8.499999999999988,1.41872,5.991316115935483,3479.307632155257,6.7883e-07
8.599999999999987,1.42757,6.024222980309188,3493.401493155418,7.1935e-07
8.699999999999987,1.43655,6.056176255612396,3507.059662827515,6.9514e-07
8.799999999999986,1.44534,6.088532801970461,3520.8629870733375,7.3082e-07
8.899999999999986,1.4541,6.120624441235119,3534.5264051802956,7.2236e-07
8.999999999999986,1.4628,6.152584085315823,3548.107159537906,7.3521e-07
