Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
5.0,1.09475,4.567252797442339,1834.7806394917925,8.02e-09
5.1,1.10112,4.631647776809066,1855.4140706416606,1.163e-08
5.199999999999999,1.11599,4.659539960035484,1864.3264743997902,1.209e-08
5.299999999999999,1.12502,4.711027359513608,1880.7392223505508,1.195e-08
5.399999999999999,1.13991,4.737216096007578,1889.0681488155265,1.428e-08
5.499999999999998,1.14959,4.784314407745369,1904.0145177279664,1.729e-08
5.599999999999998,1.16068,4.82475790054106,1916.8158787862012,1.347e-08
5.6999999999999975,1.17363,4.8567265662943155,1926.9132318717839,1.878e-08
5.799999999999997,1.18598,4.890470328336057,1937.5507698551737,1.421e-08
5.899999999999997,1.19474,4.938312938379896,1952.5970765650932,1.874e-08
5.9999999999999964,1.20723,4.970055416117886,1962.556928680574,1.86e-08
6.099999999999996,1.21855,5.005949694308806,1973.7975098691295,2.189e-08
6.199999999999996,1.23237,5.030956612056441,1981.6149100725534,2.391e-08
6.299999999999995,1.24234,5.07107555097638,1994.1330754884034,2.338e-08
6.399999999999995,1.25499,5.099642228224922,2003.0291551326445,2.065e-08
6.499999999999995,1.26996,5.118271441620204,2008.8227717000868,2.614e-08
6.599999999999994,1.28386,5.140747433520785,2015.8045667895603,2.847e-08
6.699999999999994,1.29439,5.176183375953148,2026.7941194657683,3.123e-08
6.799999999999994,1.30402,5.214643947178719,2038.6968397001078,3.223e-08
6.899999999999993,1.31259,5.256782392064539,2051.708287692379,3.417e-08
6.999999999999993,1.3227,5.2922053375670925,2062.6224281459185,2.961e-08
7.0999999999999925,1.33232,5.3290500780593195,2073.9518092311196,3.916e-08
7.199999999999992,1.34192,5.365446524382968,2085.120628379567,3.654e-08
7.299999999999992,1.35169,5.400646597962544,2095.900974363504,3.906e-08
7.3999999999999915,1.36136,5.435740729858371,2106.6281012531176,4.391e-08
7.499999999999991,1.37092,5.470778747118717,2117.317502685236,4.192e-08
7.599999999999991,1.38037,5.50577019204995,2127.9722978961736,4.27e-08
7.69999999999999,1.38943,5.541840898785827,2138.9345111596695,4.652e-08
7.79999999999999,1.40128,5.566339346882843,2146.367593541525,5.18e-08
7.89999999999999,1.41141,5.597239639792824,2155.7290372834464,4.865e-08
7.999999999999989,1.42104,5.629679671226699,2165.540200363888,5.643e-08
8.099999999999989,1.43009,5.663979190120894,2175.8951791099166,5.389e-08
8.199999999999989,1.44004,5.69428626982583,2185.029046102768,5.622e-08
8.299999999999988,1.4493,5.726902642655067,2194.84240686327,5.59e-08
8.399999999999988,1.45835,5.7599341721808806,2204.7633584638397,5.725e-08
8.499999999999988,1.46748,5.792242483713569,2214.450320798821,6.266e-08
8.599999999999987,1.47635,5.825176956683705,2224.308040922596,6.684e-08
8.699999999999987,1.48838,5.8452814469423044,2230.3171884950266,6.486e-08
8.799999999999986,1.49611,5.881920447025945,2241.2521496787467,6.546e-08
8.899999999999986,1.50463,5.915075467058338,2251.1292749906106,6.819e-08
8.999999999999986,1.51339,5.946913882079296,2260.59812979371,7.215e-08
