Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
4.5,1.03838,4.333673606964695,2296.214298453067,6.42e-09
4.7,1.05662,4.4481459749011005,2343.3497074006154,1.01e-09
4.9,1.07762,4.547057404279802,2383.771669566822,5.43e-09
5.1000000000000005,1.09924,4.639569156872021,2421.32696559328,7.38e-09
5.300000000000001,1.12096,4.728090208392807,2457.0391700907867,5.65e-09
5.500000000000001,1.14219,4.815310937759918,2492.01730164258,7.95e-09
5.700000000000001,1.16329,4.8998959846641865,2525.7433064296565,5.5e-09
5.900000000000001,1.18425,4.982056153683767,2558.321589156789,8.41e-09
6.100000000000001,1.20499,5.062282674545018,2589.9639273502567,7.17e-09
6.300000000000002,1.22565,5.14012972708359,2620.5104319039306,5.89e-09
6.500000000000002,1.24577,5.217656549764404,2650.779591921346,6.18e-09
6.700000000000002,1.26585,5.292886202946638,2680.0092636988575,4.83e-09
6.900000000000002,1.28534,5.368229417897212,2709.1443127210237,8.94e-09
7.100000000000002,1.30221,5.452269603213001,2741.481038318005,4.97e-09
7.3000000000000025,1.32095,5.526325750406905,2769.837073522611,3.7e-09
7.500000000000003,1.33992,5.597349095468388,2796.9111801432646,4.55e-09
7.700000000000003,1.35837,5.6685586401348695,2823.9392080820066,3.42e-09
7.900000000000003,1.37749,5.735068857124191,2849.07904201818,4.51e-09
8.100000000000003,1.39431,5.809325042494139,2877.0289488098188,8.37e-09
8.300000000000004,1.40185,5.920747583550312,2918.7385521130113,8.58e-09
8.500000000000004,1.41752,5.996388058016821,2946.8989245411194,1.86e-09
