Tensao_Fonte_V,Corrente_Filamento_A,Resistencia_Ohms,Temperatura_K,Fotocorrente_A
5.0,1.10896,4.508728899148752,2569.242927470075,2.2827e-07
5.1,1.0912,4.67375366568915,2641.1923583480443,2.4498e-07
5.199999999999999,1.09903,4.731445001501323,2666.146046236671,2.4338e-07
5.299999999999999,1.10809,4.783004990569357,2688.3620272832572,2.6784e-07
5.399999999999999,1.11768,4.831436547133347,2709.157202651601,2.9113e-07
5.499999999999998,1.12773,4.8770539047467025,2728.680161927173,2.683e-07
5.599999999999998,1.13785,4.921562596124267,2747.6694886315395,2.9799e-07
5.6999999999999975,1.1483,4.963859618566574,2765.661569339593,2.9845e-07
5.799999999999997,1.15856,5.006214611241538,2783.626376753947,3.21e-07
5.899999999999997,1.16888,5.04756690164944,2801.1161802137726,3.399e-07
5.9999999999999964,1.17917,5.088324838657696,2818.306946814676,3.6404e-07
6.099999999999996,1.18946,5.128377583104935,2835.1545649807426,3.6567e-07
6.199999999999996,1.19952,5.1687341603307955,2852.084523683462,3.9657e-07
6.299999999999995,1.20982,5.207386222743876,2868.2569763941515,4.2311e-07
6.399999999999995,1.21998,5.245987639141621,2884.3671107295927,4.2594e-07
6.499999999999995,1.23007,5.2842521157332465,2900.2963680537096,4.3118e-07
6.599999999999994,1.24005,5.322366033627671,2916.1234038116104,4.4813e-07
6.699999999999994,1.25004,5.3598284854884595,2931.641737829112,4.642e-07
6.799999999999994,1.25983,5.397553638189274,2947.230925839877,4.5302e-07
6.899999999999993,1.2696,5.434782608695647,2962.5779955111325,4.4884e-07
6.999999999999993,1.27912,5.472512352242161,2978.0941904606043,5.1496e-07
7.0999999999999925,1.28873,5.509299853343984,2993.186985028421,5.5499e-07
7.199999999999992,1.29829,5.5457563410332,3008.1092448350005,5.3056e-07
7.299999999999992,1.30786,5.581637178291248,3022.7623551519405,5.7672e-07
7.3999999999999915,1.31732,5.617465763823514,3037.3611657312654,5.9349e-07
7.499999999999991,1.32686,5.652442608866038,3051.5813640645342,5.7697e-07
7.599999999999991,1.33617,5.687898994888368,3065.9649110172713,5.3927e-07
7.69999999999999,1.34557,5.722481922159376,3079.9636602516885,6.0985e-07
7.79999999999999,1.35485,5.757094881352171,3093.94463855114,6.1275e-07
7.89999999999999,1.36421,5.790897295870863,3107.5695050116947,6.2195e-07
7.999999999999989,1.37338,5.825044780031739,3121.304831105173,6.3013e-07
8.099999999999989,1.38253,5.858824039984658,3134.8639094649684,6.5674e-07
8.199999999999989,1.39155,5.892709568466809,3148.4377034726604,6.6216e-07
8.299999999999988,1.4007,5.92560862425929,3161.5897266333177,6.9005e-07
8.399999999999988,1.40965,5.958925974532677,3174.8824113130895,6.7504e-07
8.499999999999988,1.41856,5.991991879088644,3188.04850799406,6.7929e-07
8.599999999999987,1.42752,6.024433983411782,3200.9409388249874,7.1273e-07
8.699999999999987,1.43636,6.056977359436344,3213.8486023713,7.0973e-07
8.799999999999986,1.4452,6.089122612787148,3226.573906740339,7.27e-07
8.899999999999986,1.45394,6.121297990288448,3239.2869399064825,7.2873e-07
8.999999999999986,1.46259,6.153467478924364,3251.9735825932694,7.213e-07
